code,name,male couples,female couples,opposite-sex couples,total couples
SAL10651,Bulla (NSW),0,0,0,0
SAL10652,Bulla Creek,0,0,15,15
SAL10653,Bullaburra,9,6,313,329
SAL10654,Bullagreen,0,0,13,13
SAL10655,Bullarah,0,0,27,27
SAL10656,Bullatale,0,0,11,11
SAL10657,Bullawa Creek,0,0,30,30
SAL10658,Bulldog,0,0,0,0
SAL10659,Bulli,0,13,1593,1603
SAL10660,Bulliac,0,0,5,9
SAL10661,Bullio,0,0,10,10
SAL10662,Bulyeroi,0,0,6,6
SAL10663,Bumbaldry,0,0,26,26
SAL10664,Bumbalong,0,0,0,0
SAL10665,Bundabah,0,0,33,33
SAL10666,Bundagen,0,0,11,11
SAL10667,Bundanoon (NSW),20,6,708,736
SAL10668,Bundarra,0,0,142,142
SAL10669,Bundeena,9,9,502,521
SAL10670,Bundella,0,0,13,13
SAL10671,Bundemar,0,0,10,10
SAL10672,Bundewallah,0,0,13,12
SAL10673,Bundook,0,0,20,20
SAL10674,Bundure,0,0,4,4
SAL10675,Bungaba,0,0,22,21
SAL10676,Bungabbee,0,0,0,0
SAL10677,Bungalora,0,0,14,14
SAL10678,Bungarby,0,0,19,19
SAL10679,Bungarribee,0,3,747,745
SAL10680,Bungawalbin,0,4,22,24
SAL10681,Bungendore,8,8,1222,1246
SAL10682,Bungonia,3,0,108,110
SAL10683,Bungowannah,0,0,44,51
SAL10684,Bungwahl,0,0,49,49
SAL10685,Bunnaloo,0,0,25,25
SAL10686,Bunnan,0,0,28,29
SAL10687,Bunyah,0,0,37,39
SAL10688,Bunyan,0,0,51,51
SAL10689,Burcher,0,0,19,19
SAL10690,Bureen,0,0,17,17
SAL10691,Burnt Bridge,0,0,9,12
SAL10692,Burnt Yards,0,0,8,8
SAL10693,Buronga,0,0,258,262
SAL10694,Burra (Queanbeyan-Palerang Regional - NSW),0,0,222,222
SAL10695,Burra (Snowy Valleys - NSW),0,0,14,14
SAL10696,Burra Creek,0,0,16,16
SAL10697,Burraboi,0,0,19,19
SAL10698,Burradoo,10,7,746,764
SAL10699,Burraga,0,0,16,14
SAL10700,Burragate,0,0,23,23
SAL10701,Burrandana,0,0,7,7
SAL10702,Burraneer,0,8,972,979
SAL10703,Burrangong,0,0,67,69
SAL10704,Burrapine,0,0,9,9
SAL10705,Burrawang,5,6,107,117
SAL10706,Burrell Creek,0,0,61,62
SAL10707,Burren Junction,0,0,47,47
SAL10708,Burrier,0,0,16,16
SAL10709,Burrill Lake,5,5,415,423
SAL10710,Burringbar,5,0,198,195
SAL10711,Burrinjuck,0,0,4,4
SAL10712,Burroway,0,0,32,32
SAL10713,Burrumbuttock,0,0,97,97
SAL10714,Burrundulla,0,0,43,43
SAL10715,Burrungubugge,0,0,4,4
SAL10716,Burwood (NSW),43,49,3357,3444
SAL10717,Burwood Heights,0,3,229,238
SAL10718,Busby,3,3,657,656
SAL10719,Busbys Flat,0,0,10,10
SAL10720,Bushells Ridge,0,0,5,5
SAL10721,Buttaba,5,3,315,324
SAL10722,Buttai,0,0,8,8
SAL10723,Butterwick,0,0,55,58
SAL10724,Buxton (NSW),0,4,479,484
SAL10725,Byabarra,0,0,86,90
SAL10726,Byadbo Wilderness,0,0,0,0
SAL10727,Byangum,0,0,30,31
SAL10728,Bylong,0,0,7,7
SAL10729,Byng,0,0,18,21
SAL10730,Byrock,0,0,0,0
SAL10731,Byron Bay,19,10,1041,1073
SAL10732,Byrrill Creek,3,0,19,23
SAL10733,Bywong,0,0,369,369
SAL10734,Cabarita (NSW),4,0,549,555
SAL10735,Cabarita Beach,0,0,18,18
SAL10736,Cabbage Tree Island (Ballina - NSW),0,0,3,3
SAL10737,Cabbage Tree Island (Mid-Coast - NSW),0,0,0,0
SAL10738,Cabramatta,26,11,3515,3556
SAL10739,Cabramatta West,9,10,1337,1355
SAL10740,Cabramurra,0,0,0,0
SAL10741,Caddens,0,8,815,820
SAL10742,Cadgee (NSW),0,0,8,8
SAL10743,Cadia,0,0,0,0
SAL10744,Caerleon,0,0,37,34
SAL10745,Caffreys Flat,0,0,13,13
SAL10746,Cairncross,0,0,0,0
SAL10747,Calala,4,7,968,972
SAL10748,Calamia,0,0,0,0
SAL10749,Calderwood,0,10,782,793
SAL10750,Caldwell,0,0,12,12
SAL10751,Calga,0,0,31,28
SAL10752,Califat,0,0,3,3
SAL10753,Calimo,0,0,18,18
SAL10754,Callaghan,0,0,0,0
SAL10755,Callaghans Creek,0,0,3,3
SAL10756,Callala Bay,0,3,548,549
SAL10757,Callala Beach,4,4,185,196
SAL10758,Calliope (NSW),0,0,22,22
SAL10759,Caloola,0,0,20,20
SAL10760,Cambalong,0,0,4,4
SAL10761,Camberwell (NSW),0,0,19,16
SAL10762,Cambewarra,0,0,67,67
SAL10763,Cambewarra Village,0,3,312,313
SAL10764,Camboon (NSW),0,0,16,16
SAL10765,Cambra,0,0,4,4
SAL10766,Cambridge Gardens,0,0,459,471
SAL10767,Cambridge Park,5,9,1290,1300
SAL10768,Cambridge Plateau,0,0,0,0
SAL10769,Camden,0,0,677,682
SAL10770,Camden Head,0,0,41,41
SAL10771,Camden Park (NSW),0,5,568,571
SAL10772,Camden South,0,3,1113,1120
SAL10773,Camellia,0,0,0,0
SAL10774,Cameron Park,14,21,2356,2400
SAL10775,Camerons Creek,0,0,7,7
SAL10776,Camira (NSW),0,0,5,5
SAL10777,Cammeray,12,8,1648,1673
SAL10778,Camp Creek (NSW),0,0,11,11
SAL10779,Campbelltown (NSW),26,23,3121,3169
SAL10780,Camperdown (NSW),145,59,1515,1722
SAL10781,Campsie,51,45,4946,5039
SAL10782,Campvale,0,0,0,0
SAL10783,Cams Wharf,0,0,39,38
SAL10784,Canada Bay,4,3,303,305
SAL10785,Canadian Lead,0,0,6,6
SAL10786,Canbelego,0,0,7,7
SAL10787,Candelo,0,0,174,172
SAL10788,Cangai,0,0,9,9
SAL10789,Caniaba,0,0,194,192
SAL10790,Canley Heights,8,10,2135,2158
SAL10791,Canley Vale,8,5,1770,1786
SAL10792,Canobolas,0,3,134,136
SAL10793,Canoelands,0,0,43,47
SAL10794,Canonba,0,0,6,6
SAL10795,Canowindra,0,0,508,510
SAL10796,Canterbury (NSW),36,45,2003,2085
SAL10797,Canton Beach,0,4,213,213
SAL10798,Canyonleigh,3,0,112,114
SAL10799,Caparra,0,0,19,18
SAL10800,Capeen Creek,0,0,0,0
SAL10801,Capertee,0,0,24,24
SAL10802,Capoompeta,0,0,0,0
SAL10803,Captains Flat,0,0,127,132
SAL10804,Carabost,0,0,21,21
SAL10805,Caragabal,0,0,36,36
SAL10806,Carcalgong,0,0,5,5
SAL10807,Carcoar,0,0,61,65
SAL10808,Cardiff (NSW),8,17,1310,1331
SAL10809,Cardiff Heights,5,4,309,318
SAL10810,Cardiff South,5,6,629,636
SAL10811,Carey Bay,0,0,193,197
SAL10812,Cargo,0,0,136,139
SAL10813,Carinda,0,0,34,34
SAL10814,Caringbah,14,17,2675,2710
SAL10815,Caringbah South,15,14,3293,3322
SAL10816,Carlaminda,0,0,9,9
SAL10817,Carlingford,17,13,6834,6871
SAL10818,Carlton (NSW),21,12,2347,2376
SAL10819,Carnes Hill,0,4,741,742
SAL10820,Carnham,0,0,3,3
SAL10821,Carool,0,0,32,32
SAL10822,Caroona,0,0,30,30
SAL10823,Carrabolla,0,0,5,5
SAL10824,Carrai,0,0,0,0
SAL10825,Carramar (NSW),3,0,548,551
SAL10826,Carrathool,0,0,43,43
SAL10827,Carrick (NSW),0,0,33,33
SAL10828,Carrington (Mid-Coast - NSW),0,0,10,10
SAL10829,Carrington (Newcastle - NSW),4,7,401,410
SAL10830,Carrington Falls,0,0,9,9
SAL10831,Carroll,0,0,63,63
SAL10832,Carrowbrook,0,0,10,10
SAL10833,Carrs Creek,0,0,33,33
SAL10834,Carrs Island,0,0,0,0
SAL10835,Carrs Peninsula,0,0,3,3
SAL10836,Carss Park,0,0,298,300
SAL10837,Cartwright,0,0,382,385
SAL10838,Cartwrights Hill,0,0,44,44
SAL10839,Carwell,0,0,7,7
SAL10840,Carwoola,0,7,423,422
SAL10841,Cascade (NSW),0,0,0,0
SAL10842,Casino,9,11,2031,2057
SAL10843,Cassilis (NSW),0,0,61,61
SAL10844,Castle Cove,0,0,669,666
SAL10845,Castle Doyle,0,0,49,49
SAL10846,Castle Hill (NSW),24,30,10121,10174
SAL10847,Castle Rock,0,0,34,34
SAL10848,Castlecrag,8,3,760,774
SAL10849,Castlereagh,0,0,295,298
SAL10850,Casuarina (NSW),5,4,792,807
SAL10851,Casula,11,9,3427,3442
SAL10852,Catalina,0,5,532,532
SAL10853,Cataract,0,0,0,0
SAL10854,Cathcart (NSW),0,0,23,23
SAL10855,Catherine Field,5,0,624,629
SAL10856,Catherine Hill Bay,0,0,244,245
SAL10857,Cathundral,0,0,5,5
SAL10858,Cattai,0,0,261,263
SAL10859,Cattle Creek (NSW),0,0,4,4
SAL10860,Cavan (NSW),0,0,8,8
SAL10861,Caves Beach,7,5,976,990
SAL10862,Cawdor (NSW),0,6,101,103
SAL10863,Cawongla,0,0,41,45
SAL10864,Cecil Hills,4,9,1524,1535
SAL10865,Cecil Park,0,0,195,195
SAL10866,Cedar Brush Creek,0,0,29,29
SAL10867,Cedar Creek (Cessnock - NSW),0,0,4,4
SAL10868,Cedar Creek (Tweed - NSW),0,0,4,4
SAL10869,Cedar Party,0,0,90,90
SAL10870,Cedar Point,0,0,47,47
SAL10871,Cells River,0,0,0,0
SAL10872,Centennial Park (NSW),11,0,411,424
SAL10873,Central Colo,0,0,6,6
SAL10874,Central Macdonald,0,0,14,14
SAL10875,Central Mangrove,0,0,62,62
SAL10876,Central Tilba,0,0,86,88
SAL10877,Cessnock,25,32,2630,2683
SAL10878,Chaelundi,0,0,0,0
SAL10879,Chain Valley Bay,5,4,671,678
SAL10880,Chakola,0,0,12,16
SAL10881,Chambigne,0,0,12,12
SAL10882,Charbon,0,0,11,11
SAL10883,Charles Sturt University,0,0,0,0
SAL10884,Charlestown (NSW),14,13,3061,3094
SAL10885,Charleys Forest,0,0,18,18
SAL10886,Charlotte Bay,0,0,43,42
SAL10887,Charlton (NSW),0,0,5,5
SAL10888,Charmhaven,0,4,489,494
SAL10889,Chatham Valley,0,0,16,17
SAL10890,Chatsbury,0,0,30,30
SAL10891,Chatswood,53,51,5677,5780
SAL10892,Chatswood West,7,0,386,391
SAL10893,Chatsworth (NSW),0,0,46,46
SAL10894,Cheero Point,0,0,28,28
SAL10895,Cheltenham (NSW),0,0,574,572
SAL10896,Cherry Tree Hill,0,0,15,15
SAL10897,Cherrybrook,9,9,4952,4968
SAL10898,Chester Hill,10,3,2405,2414
SAL10899,Chichester (NSW),0,0,3,3
SAL10900,Chifley (NSW),4,7,745,758
SAL10901,Chilcotts Creek,0,0,8,8
SAL10902,Chilcotts Grass,0,0,68,68
SAL10903,Chillingham,0,0,51,51
SAL10904,Chinderah,0,3,313,313
SAL10905,Chinnock,0,0,7,7
SAL10906,Chippendale,99,29,1101,1229
SAL10907,Chipping Norton,3,4,2097,2111
SAL10908,Chisholm (NSW),5,12,1201,1222
SAL10909,Chiswick,12,14,665,689
SAL10910,Chittaway Bay,0,3,450,456
SAL10911,Chittaway Point,0,0,221,218
SAL10912,Chowan Creek,0,0,4,4
SAL10913,Chullora,0,0,0,0
SAL10914,Church Point,0,0,308,308
SAL10915,Clandulla,0,0,35,38
SAL10916,Clare (NSW),0,0,3,3
SAL10917,Claremont Meadows,7,5,1159,1170
SAL10918,Clarence,0,0,53,53
SAL10919,Clarence Town,0,7,594,598
SAL10920,Clarendon (NSW),0,0,31,31
SAL10921,Clarenza,0,0,160,160
SAL10922,Clareville,0,0,241,245
SAL10923,Claymore,0,0,342,342
SAL10924,Clear Creek,0,0,39,39
SAL10925,Clear Range,0,0,5,10
SAL10926,Clearfield,0,0,0,0
SAL10927,Clemton Park,0,3,335,342
SAL10928,Clergate,0,0,51,48
SAL10929,Cleveland (NSW),0,0,6,6
SAL10930,Clifden,0,0,3,9
SAL10931,Cliftleigh,3,7,499,510
SAL10932,Clifton (NSW),0,0,8,8
SAL10933,Clifton Grove,0,0,253,256
SAL10934,Clontarf (NSW),3,0,456,457
SAL10935,Clothiers Creek,0,0,66,70
SAL10936,Clouds Creek,0,0,0,0
SAL10937,Clovelly,17,12,1175,1210
SAL10938,Clunes (NSW),5,0,217,225
SAL10939,Clybucca,0,0,44,44
SAL10940,Clyde (NSW),0,0,0,0
SAL10941,Clydesdale (NSW),0,0,30,30
SAL10942,Coal Point,0,0,489,489
SAL10943,Coalcliff,6,0,53,58
SAL10944,Coaldale,0,0,22,22
SAL10945,Coasters Retreat,0,0,9,7
SAL10946,Cobaki,0,0,47,51
SAL10947,Cobaki Lakes,0,0,12,12
SAL10948,Cobar,0,4,668,669
SAL10949,Cobar Park,0,0,8,8
SAL10950,Cobargo,0,3,179,187
SAL10951,Cobark,0,0,15,15
SAL10952,Cobbadah,0,0,28,28
SAL10953,Cobbitty,10,8,1063,1077
SAL10954,Cobbora,0,0,3,3
SAL10955,Cobramunga,0,0,6,6
SAL10956,Cockwhy,0,0,3,3
SAL10957,Codrington (NSW),0,0,23,20
SAL10958,Coffee Camp,0,0,44,42
SAL10959,Coffs Harbour,29,37,5078,5145
SAL10960,Coggan,0,0,0,0
SAL10961,Cogra Bay,0,0,0,0
SAL10962,Coila,0,0,7,7
SAL10963,Coldstream (NSW),0,0,11,11
SAL10964,Coleambally,0,0,270,271
SAL10965,Colebee,5,0,1168,1175
SAL10966,Coledale,0,3,343,343
SAL10967,Colinroobie,0,0,13,13
SAL10968,Colinton (NSW),0,0,36,36
SAL10969,Collarenebri,0,0,96,96
SAL10970,Collaroy (NSW),7,15,1849,1870
SAL10971,Collaroy Plateau,5,4,1163,1170
SAL10972,Collector,0,0,96,96
SAL10973,Collendina,0,0,26,26
SAL10974,Collerina,0,0,0,0
SAL10975,Collie (NSW),0,0,46,46
SAL10976,Collingullie,0,0,56,56
SAL10977,Collingwood (NSW),0,0,13,12
SAL10978,Collins Creek,0,0,40,40
SAL10979,Collombatti,0,0,140,140
SAL10980,Collum Collum,0,0,0,0
SAL10981,Colly Blue,0,0,9,6
SAL10982,Colo (Bathurst Regional - NSW),0,0,0,0
SAL10983,Colo (Hawkesbury - NSW),0,0,9,19
SAL10984,Colo Heights,0,0,80,80
SAL10985,Colo Vale,0,4,424,430
SAL10986,Colongra,0,0,0,0
SAL10987,Colyton,0,17,1658,1674
SAL10988,Comara,0,0,8,8
SAL10989,Combaning,0,0,24,24
SAL10990,Combara,0,0,4,4
SAL10991,Comberton,0,0,6,6
SAL10992,Comboyne,0,0,98,97
SAL10993,Come By Chance,0,0,13,13
SAL10994,Comerong Island,0,0,6,6
SAL10995,Commissioners Creek,0,0,9,9
SAL10996,Como (NSW),5,0,1025,1029
SAL10997,Comobella,0,0,10,16
SAL10998,Conargo,0,0,28,28
SAL10999,Concord,10,13,3419,3441
SAL11000,Concord West,5,6,1391,1400
SAL11001,Condell Park,10,6,2447,2463
SAL11002,Condobolin,7,0,600,609
SAL11003,Condong,0,0,69,69
SAL11004,Coneac,0,0,4,4
SAL11005,Congarinni,0,0,107,107
SAL11006,Congarinni North,0,0,89,89
SAL11007,Congewai,0,0,59,59
SAL11008,Congo,0,0,50,56
SAL11009,Conimbia,0,0,6,6
SAL11010,Coniston,4,3,449,452
SAL11011,Conjola,0,0,39,39
SAL11012,Conjola Park,0,0,71,74
SAL11013,Connells Point,0,0,712,715
SAL11014,Constitution Hill,3,4,825,829
SAL11015,Coogee (NSW),45,50,3121,3215
SAL11016,Cookamidgera,0,0,36,36
SAL11017,Cookardinia,0,0,18,18
SAL11018,Cooks Gap,0,0,121,122
SAL11019,Cooks Hill,6,5,668,682
SAL11020,Cooks Myalls,0,0,17,17
SAL11021,Coolabah,0,0,8,8
SAL11022,Coolac,0,0,50,50
SAL11023,Coolagolite,0,0,72,73
SAL11024,Coolah,0,0,260,261
SAL11025,Coolamon,0,0,519,525
SAL11026,Coolangatta (NSW),0,0,93,93
SAL11027,Coolangubra,0,0,0,0
SAL11028,Coolatai,0,0,19,19
SAL11029,Cooleman,0,0,0,0
SAL11030,Cooleys Creek,0,0,4,4
SAL11031,Coolgardie (NSW),0,0,34,34
SAL11032,Coolongolook,0,0,91,89
SAL11033,Coolringdon,0,0,19,19
SAL11034,Coolumbooka,0,0,3,3
SAL11035,Coolumburra,0,0,0,0
SAL11036,Cooma (NSW),3,3,1385,1394
SAL11037,Coomba Bay,0,0,38,38
SAL11038,Coomba Park,3,5,173,182
SAL11039,Coombadjha,0,0,0,0
SAL11040,Coombell,0,0,0,0
SAL11041,Coomealla,0,0,162,159
SAL11042,Coomoo Coomoo,0,0,5,5
SAL11043,Coonabarabran,5,0,643,649
SAL11044,Coonamble,0,5,404,414
SAL11045,Coongbar,0,0,0,0
SAL11046,Cooperabung,0,0,71,73
SAL11047,Coopernook,0,0,128,124
SAL11048,Coopers Gully,0,0,47,47
SAL11049,Coopers Shoot,3,0,84,88
SAL11050,Cooplacurripa,0,0,0,0
SAL11051,Coorabell,0,0,103,107
SAL11052,Cooranbong,4,13,1623,1645
SAL11053,Cootamundra,5,7,1548,1555
SAL11054,Cootralantra,0,0,21,21
SAL11055,Cooyal,0,0,30,30
SAL11056,Copacabana,4,4,664,673
SAL11057,Cope,0,0,29,30
SAL11058,Copeland,0,0,20,20
SAL11059,Copeton,0,0,8,8
SAL11060,Copmanhurst,0,4,63,65
SAL11061,Coppabella (NSW),0,0,3,3
SAL11062,Copperhannia,0,0,0,0
SAL11063,Coraki,0,0,233,235
SAL11064,Coralville,0,0,29,29
SAL11065,Coramba,0,0,204,202
SAL11066,Corang,0,0,0,0
SAL11067,Corangula,0,0,3,3
SAL11068,Corbie Hill,0,0,45,45
SAL11069,Cordeaux,0,0,0,0
SAL11070,Cordeaux Heights,3,0,1205,1212
SAL11071,Coree,0,0,15,15
SAL11072,Coreen,0,0,29,29
SAL11073,Corindi Beach,0,4,415,417
SAL11074,Corinella (NSW),0,0,23,23
SAL11075,Corlette,6,10,1494,1510
SAL11076,Corndale (NSW),3,0,83,89
SAL11077,Corney Town,0,4,8,14
SAL11078,Cornwallis,0,0,10,10
SAL11079,Corobimilla,0,0,10,10
SAL11080,Corowa,0,5,1238,1244
SAL11081,Corrabare,0,0,0,0
SAL11082,Corrimal,6,20,1501,1526
SAL11083,Corrong,0,0,3,3
SAL11084,Corrowong,0,0,9,9
SAL11085,Corunna,0,0,22,22
SAL11086,Cottage Point,0,0,32,28
SAL11087,Cottonvale (NSW),0,0,6,6
SAL11088,Cougal,0,0,14,12
SAL11089,Countegany,0,0,8,8
SAL11090,Courabyra,0,0,25,25
SAL11091,Couradda,0,0,11,11
SAL11092,Couragago,0,0,3,3
SAL11093,Couridjah,0,0,64,66
SAL11094,Coutts Crossing,0,0,231,231
SAL11095,Cow Flat,0,0,12,12
SAL11096,Cowabbie,0,0,6,6
SAL11097,Cowan,0,0,154,151
SAL11098,Cowper,0,0,21,21
SAL11099,Cowra,3,9,2125,2137
SAL11100,Coxs Creek,0,0,15,15
SAL11101,Coxs Crown,0,0,0,0
SAL11102,Crabbes Creek,0,0,67,65
SAL11103,Crackenback,0,0,33,33
SAL11104,Craigie (NSW),0,0,12,12
SAL11105,Cranebrook,14,19,3425,3451
SAL11106,Crangan Bay,0,0,0,0
SAL11107,Craven,0,0,21,23
SAL11108,Craven Plateau,0,0,4,4
SAL11109,Crawford River,0,0,14,16
SAL11110,Crawney,0,0,10,10
SAL11111,Creel Bay,0,0,0,0
SAL11112,Creewah,0,0,4,4
SAL11113,Cremorne (NSW),36,29,2518,2579
SAL11114,Cremorne Point,7,5,562,570
SAL11115,Crescent Head,3,4,340,345
SAL11116,Crestwood,7,13,995,1009
SAL11117,Cringila,8,4,378,386
SAL11118,Croki,0,0,11,11
SAL11119,Cromer (NSW),0,14,1879,1897
SAL11120,Cronulla,12,26,4165,4197
SAL11121,Crooble,0,0,15,15
SAL11122,Croobyar,0,0,39,42
SAL11123,Crooked Corner,0,0,18,18
SAL11124,Crookwell,5,4,621,633
SAL11125,Croom,0,0,19,19
SAL11126,Croppa Creek,0,0,25,25
SAL11127,Cross Roads (NSW),0,0,4,4
SAL11128,Crosslands,0,0,155,155
SAL11129,Croudace Bay,0,0,157,159
SAL11130,Crowdy Bay,0,0,0,0
SAL11131,Crowdy Head,0,0,18,26
SAL11132,Crows Nest (NSW),12,12,1166,1193
SAL11133,Crowther,0,0,15,15
SAL11134,Crowther Island,0,0,0,0
SAL11135,Croydon (NSW),15,18,2349,2380
SAL11136,Croydon Park (NSW),11,30,2361,2393
SAL11137,Crudine,0,0,18,18
SAL11138,Cryon,0,0,9,9
SAL11139,Crystal Creek (NSW),5,0,59,61
SAL11140,Cubba,0,0,3,3
SAL11141,Cudal,5,0,144,145
SAL11142,Cudgegong,0,0,17,17
SAL11143,Cudgel,0,0,7,7
SAL11144,Cudgen,0,0,209,209
SAL11145,Cudgera Creek,0,0,77,77
SAL11146,Cudmirrah,0,0,56,60
SAL11147,Culburra Beach,3,4,696,708
SAL11148,Culcairn,0,0,313,311
SAL11149,Cullen Bullen,0,0,38,38
SAL11150,Cullenbone,0,0,13,13
SAL11151,Cullendore,0,0,3,3
SAL11152,Cullerin,0,0,9,9
SAL11153,Cullivel,0,0,0,0
SAL11154,Culmaran Creek,0,0,3,3
SAL11155,Cumbalum,0,4,548,548
SAL11156,Cumbandry,0,0,4,4
SAL11157,Cumberland Reach,0,0,50,50
SAL11158,Cumbo,0,0,0,0
SAL11159,Cumborah,0,0,31,31
SAL11160,Cumnock,0,0,110,114
SAL11161,Cundle Flat,0,0,4,4
SAL11162,Cundletown,0,0,423,426
SAL11163,Cundumbul,0,0,11,11
SAL11164,Cunjurong Point,0,0,28,28
SAL11165,Cunningar,0,0,40,40
SAL11166,Cunninyeuk,0,0,4,4
SAL11167,Curban,0,0,37,37
SAL11168,Curl Curl,0,0,564,568
SAL11169,Curlew Waters,0,0,5,5
SAL11170,Curlewis (NSW),0,0,176,176
SAL11171,Curlwaa,0,0,105,112
SAL11172,Curra Creek,0,0,11,11
SAL11173,Currabubula,0,0,78,82
SAL11174,Curragh,0,0,0,0
SAL11175,Curramore (NSW),0,0,56,59
SAL11176,Currans Hill,5,8,1188,1204
SAL11177,Currarong,0,0,118,125
SAL11178,Currawang,0,0,51,50
SAL11179,Currawarna,0,0,48,48
SAL11180,Curraweela,0,0,20,20
SAL11181,Curricabark,0,0,5,5
SAL11182,Currowan,0,0,11,11
SAL11183,Cuttabri,0,0,14,14
SAL11184,Cuttagee,0,3,17,21
SAL11185,Dabee,0,0,5,5
SAL11186,Daceyville,0,3,119,126
SAL11187,Dairy Arm,0,0,8,8
SAL11188,Dairy Flat,0,0,6,6
SAL11189,Dairymans Plains,0,0,50,50
SAL11190,Daleys Point,0,0,183,183
SAL11191,Dalgety,0,0,63,63
SAL11192,Dalmeny,0,3,490,500
SAL11193,Dalmorton,0,0,0,0
SAL11194,Dalswinton,0,0,16,16
SAL11195,Dalton,0,0,52,52
SAL11196,Dalwood (Ballina - NSW),0,0,66,66
SAL11197,Dalwood (Singleton - NSW),0,0,29,29
SAL11198,Dandaloo,0,0,12,12
SAL11199,Dandry,0,0,9,9
SAL11200,Dangar Island,0,0,80,78
SAL11201,Dangarsleigh,0,0,40,40
SAL11202,Dangelong,0,0,0,0
SAL11203,Dapto,20,12,2393,2420
SAL11204,Darawank,0,0,103,109
SAL11205,Darbalara,0,0,14,14
SAL11206,Darbys Falls,0,0,59,59
SAL11207,Dareton,0,0,67,67
SAL11208,Dargan,0,0,17,24
SAL11209,Dark Corner,0,0,8,8
SAL11210,Darkes Forest,0,0,19,19
SAL11211,Darkwood,0,0,46,46
SAL11212,Darling Point,40,0,865,913
SAL11213,Darlinghurst,415,42,1452,1902
SAL11214,Darlington (Singleton - NSW),0,4,84,83
SAL11215,Darlington (Sydney - NSW),42,18,275,336
SAL11216,Darlington Point,0,0,202,201
SAL11217,Darlow,0,0,4,4
SAL11218,Daroobalgie,0,0,21,21
SAL11219,Dartbrook,0,0,30,30
SAL11220,Daruka,0,0,219,218
SAL11221,Davidson,0,0,721,726
SAL11222,Davis Creek,0,0,13,13
SAL11223,Davistown,6,4,628,635
SAL11224,Dawes Point,0,0,111,117
SAL11225,Daysdale,0,0,21,21
SAL11226,Dean Park,0,0,661,669
SAL11227,Deauville,0,0,11,11
SAL11228,Debenham,0,0,0,0
SAL11229,Dee Why,41,57,5316,5412
SAL11230,Deep Creek (Clarence Valley - NSW),0,0,3,3
SAL11231,Deep Creek (Kempsey - NSW),0,0,18,20
SAL11232,Deep Creek (Kyogle - NSW),0,0,6,6
SAL11233,Deepwater (NSW),0,0,99,99
SAL11234,Deer Vale,0,0,25,25
SAL11235,Delegate,0,0,61,61
SAL11236,Delungra,0,0,132,132
SAL11237,Denham Court,6,9,2173,2190
SAL11238,Denhams Beach,0,0,128,128
SAL11239,Deniliquin,8,9,1573,1592
SAL11240,Denistone,4,4,947,952
SAL11241,Denistone East,0,0,559,559
SAL11242,Denistone West,0,0,239,242
SAL11243,Denman,0,0,400,399
SAL11244,Depot Beach,0,0,9,9
SAL11245,Derriwong,0,0,8,8
SAL11246,Deua,0,0,0,0
SAL11247,Deua River Valley,0,0,14,14
SAL11248,Devils Hole,0,0,7,7
SAL11249,Dewitt,0,0,3,3
SAL11250,Dharruk,0,0,524,527
SAL11251,Dhulura,0,0,11,11
SAL11252,Dhuragoon,0,0,7,7
SAL11253,Diamond Beach,0,0,237,240
SAL11254,Diamond Head,0,0,0,0
SAL11255,Diehard,0,0,0,0
SAL11256,Diggers Camp,0,0,3,3
SAL11257,Dignams Creek,0,0,19,15
SAL11258,Dilkoon,0,0,11,11
SAL11259,Dilpurra,0,0,4,11
SAL11260,Dingo Forest,0,0,0,0
SAL11261,Dinoga,0,0,12,12
SAL11262,Dirnaseer,0,0,28,28
SAL11263,Dirty Creek,0,0,17,17
SAL11264,Dobies Bight,0,0,27,27
SAL11265,Doctor George Mountain,0,0,15,15
SAL11266,Doctors Gap,0,0,8,8
SAL11267,Dog Rocks,0,0,0,0
SAL11268,Dolans Bay,0,0,171,171
SAL11269,Dolls Point,0,0,325,330
SAL11270,Dollys Flat,0,0,16,16
SAL11271,Dolphin Point,0,0,94,94
SAL11272,Dombarton,0,0,38,38
SAL11273,Donald Creek,0,0,8,8
SAL11274,Dondingalong,0,0,166,167
SAL11275,Doon Doon,0,0,18,18
SAL11276,Doonbah,0,0,84,84
SAL11277,Doonside,3,12,2532,2546
SAL11278,Dooralong,0,0,84,84
SAL11279,Dora Creek,0,0,403,403
SAL11280,Dorrigo,4,0,271,269
SAL11281,Dorrigo Mountain,0,0,25,29
SAL11282,Dorroughby,0,0,38,36
SAL11283,Double Bay,24,9,1010,1045
SAL11284,Doubtful Creek,0,0,37,37
SAL11285,Douglas Park,0,4,337,339
SAL11286,Dover Heights,6,5,980,988
SAL11287,Downside,0,0,24,24
SAL11288,Doyalson,0,0,58,58
SAL11289,Doyalson North,0,0,88,88
SAL11290,Doyles Creek,0,0,17,17
SAL11291,Doyles River,0,0,0,0
SAL11292,Drake,0,4,40,39
SAL11293,Drake Village,0,0,14,14
SAL11294,Drildool,0,0,9,9
SAL11295,Dripstone,0,0,15,15
SAL11296,Drummoyne,36,25,2792,2852
SAL11297,Dry Creek (NSW),0,0,12,12
SAL11298,Dry Plain,0,0,14,14
SAL11299,Dubbo,28,49,8778,8855
SAL11300,Duck Creek,0,0,9,9
SAL11301,Duckenfield,0,0,21,21
SAL11302,Duckmaloi,0,0,14,9
SAL11303,Dudley,0,4,615,624
